A,B
9006.355036,4031.891427
9704.882944,4517.208927
10345.4555,5431.158101
10711.24371,5604.30246
10921.32396,4812.07773
11156.02879,4240.768961
11247.37803,4044.383511
11052.99816,4164.48563
10590.0578,4402.562694
10089.00456,4503.139818
9728.783135,4696.173132
8989.567892,4288.018952
8197.656038,4965.414794
7503.468761,5690.379437
6996.925602,6253.287809
6639.639243,5942.520315
6402.380342,5784.342786
6325.360044,5462.531517
6499.6663,4558.993979
6756.810791,3907.090811
6994.152958,3513.177993
7477.000431,3354.059207
8116.570342,3364.084688
8868.66631,3320.948825
9656.122426,3466.500399
10329.95372,3979.647591
10841.05221,4972.303161
11137.64106,5391.832793
11021.72472,5330.419001
10455.75743,5342.462771
9755.74354,5414.087766
9231.118753,5328.062762
8767.981029,5403.922742
8419.754324,5631.43191
8097.933457,5536.738929
7540.3997,5542.969898
6939.864237,5534.606532
6359.657266,6396.444072
5989.818206,6995.412855
5772.539985,6375.050264
5622.748343,5936.687813
5674.69135,5136.689324
5900.996446,4504.061166
6211.76967,3925.637672
6455.055926,3542.141825
6843.871724,3340.280987
7441.162163,3374.144333
8219.388704,3336.720977
8965.729785,3757.420179
9675.490381,4225.098954
10301.90207,5472.231495
10745.30982,6044.79746
11043.64771,5950.028139
11240.94698,4799.658518
11265.88468,3914.369985
11028.99953,3666.947046
10588.20253,3652.860579
10057.10656,3502.954329
9692.967407,4216.925208
9036.943488,5222.03565
8322.19006,5064.550259
7788.714371,5710.787802
7294.189747,6328.025331
6910.001856,6126.675284
6655.802625,5685.383619
6508.234197,5032.330634
6473.9096,4398.883958
6480.009735,3893.108943
6635.800054,3514.714748
7251.601413,3406.153362
7997.809926,3313.662911
8795.090021,3358.297764
9491.461522,3478.131419
10152.07738,4037.853951
10646.21118,5175.520412
11038.88953,5505.723165
11296.23705,5340.962769
11445.24029,5052.225221
11407.43202,4907.151803
11179.42849,4767.78618
10779.38522,4626.012704
10258.63675,4795.58772
9890.912104,4830.287733
9245.81368,4867.96692
8563.162825,4993.647632
7966.573078,5636.257026
7500.92479,6147.392994
7136.548204,5990.524253
6859.465336,5716.675251
6691.523752,5045.975235
6600.042736,4399.750208
6516.983565,3786.391836
6652.35639,3473.391828
7250.414717,3350.322038
8043.334615,3226.607477
8802.237892,3231.762633
9578.232401,3392.537666
10261.76652,3930.950186
10812.25866,4919.225241
11220.89332,5266.159179
11509.24869,5032.316333
11680.07636,4891.097439
11717.78982,4685.390489
11531.91821,4578.012711
11098.07471,4165.747073
10578.77641,4285.893528
10216.92291,4597.675664
9532.746743,4345.034594
8773.257288,4786.576779
8120.518344,5510.923716
7613.79962,5992.950278
7241.915635,5777.891945
7010.742507,5536.771068
6943.1029,5236.050234
7073.581761,4678.05273
7294.589628,4250.522705
7450.036985,3937.69017
7922.238636,3857.372693
8607.426633,3769.338098
9434.460939,3688.364352
10241.00269,3811.473093
10987.18163,3984.315816
11647.39312,4471.7021
12085.11754,5024.114012
12328.10803,5456.50902
12489.97426,5655.260274
12466.89058,5733.862755
12225.85286,5582.625261
11753.7538,5421.769004
11183.54673,5368.850249
10685.16304,5251.423179
9844.998339,5184.565251
8990.996929,5512.239405
8265.213383,5989.904477
7719.000728,6292.887795
7348.534743,6176.306544
7060.769312,5842.350288
6954.734561,5403.961862
7067.342034,5016.286574
7263.190462,4541.712705
7385.69256,4190.489784
7820.676905,4015.031444
8487.373141,3874.150175
9324.479153,3896.823947
10164.72604,3980.713941
10946.93967,4161.515991
11640.91178,4524.596934
12184.15905,4879.604355
12491.09685,5247.508601
12628.08814,5089.521093
12618.19202,4966.441931
12430.236,4670.07209
11928.74503,4207.687685
11318.29097,4070.436644
10792.24302,4308.698124
9905.706073,4716.318962
9051.355072,5674.962762
8316.852113,6301.387818
7818.273943,6627.375306
7441.028004,6380.769053
7203.072542,5715.994013
7141.410586,4992.036491
7249.671629,4306.898966
7439.518699,3972.326028
7557.61316,3793.86435
7916.725729,3723.325178
8533.378533,3738.762692
9374.323447,3910.01267
10241.78608,4341.922085
11080.49793,5363.190911
11837.4993,5889.506526
12382.42714,5310.456527
12726.59916,4781.545223
12881.94436,4371.719984
12870.66474,4053.222933
12713.82691,3783.899486
12253.85069,3752.346701
11700.25433,3904.135613
11234.9936,4475.406477
10445.86912,4855.500239
9601.636357,5606.827343
8879.273402,6104.479485
8363.922213,6339.094034
7957.40117,6010.446533
7662.390344,5527.941528
7522.771331,4701.075224
7642.846996,4183.252268
7811.470266,3844.564433
7985.125854,3642.167178
8475.77681,3555.653291
9210.455986,3531.501192
10054.32689,3690.333491
10898.35517,4131.154362
11670.52768,4785.572072
12368.62611,5502.053394
12862.02431,5541.462759
13120.33798,6002.571104
13249.62048,6094.066953
13214.89343,6295.154456
13058.87496,6466.852347
12655.75836,6403.560731
12123.59585,6637.355535
11634.12786,6526.903454
10805.50075,6514.300334
9936.211307,6780.750276
9135.76671,6997.812834
8561.572172,6856.831569
8105.609252,6322.281551
7760.65924,5784.600279
7647.166327,4986.025278
7666.861982,4463.512712
7783.112637,4148.175191
7868.97302,3994.047692
8326.330324,3927.685997
9049.20357,3876.35255
9894.651136,4036.339481
10709.55665,4417.832601
11478.79426,4894.297008
12133.36611,5531.458605
12619.92932,5881.324436
12920.71047,6028.480271
13043.92726,6107.258624
12978.82729,6146.031539
12676.02061,6155.41724
12164.74241,5884.606236
11550.24963,5808.395232
11063.8538,5621.482409
10333.21688,5771.39403
9541.77747,6137.850297
8732.360875,6390.341972
8133.323888,6792.613848
7624.734121,6434.574258
7265.598485,5764.671135
7036.980914,4965.925208
6932.202415,4374.921027
6881.336065,3998.556234
6917.980572,3791.892041
7396.001784,3713.54268
8224.348147,3741.204794
9190.478562,3876.046803
10086.7296,4406.283981
10905.14659,5367.147732
11531.98997,5956.784517
12035.20831,5894.997294
12402.45662,5696.709432
12640.97808,5374.872345
12677.972,5249.127332
12445.68677,5182.254425
11983.40644,4589.455212
11386.81907,4217.313057
10878.36088,4521.857394
10178.62482,4276.929348
9427.597253,5107.114829
8872.669612,5787.294009
8324.43077,6096.925296
7878.213971,5848.000289
7495.425636,5297.506484
7211.514996,4677.275217
7017.874439,4104.405306
6841.374335,3801.813824
6835.514755,3605.775167
7303.781077,3513.325167
8093.004482,3516.207354
9011.31104,3727.343667
9974.792836,4212.529928
10840.49012,5073.236993
11590.57642,5557.783068
12164.55042,5089.067721
12567.0969,4532.570231
12808.1635,4109.37021
12885.57545,3778.148916
12795.42129,3603.568932
12410.79167,3453.583478
11872.51717,3391.498088
11416.87886,3543.575172
10673.8336,3682.256433
9831.436931,4448.600217
9085.240221,5153.13239
8478.340867,5448.011849
8052.597578,5473.556517
7765.495663,5033.897132
7641.684724,4566.59088
7713.088257,4160.041863
7878.370879,3840.368531
7972.130556,3664.618565
8389.393308,3621.11586
9069.573173,3689.646083
9921.823226,3703.847676
10787.65447,3842.485392
11571.47798,4253.5025
12256.67995,4995.062748
12673.96822,4890.662754
12800.53005,4390.980206
12669.41708,3918.93894
12406.64059,3822.018927
11956.74091,3641.400168
11480.79339,3546.231416
11046.89224,3469.773063
10620.33378,3615.258513
9845.021902,3964.762704
9025.550479,4653.533568
8325.941674,5331.918308
7808.66422,5610.803043
7415.424154,5352.921093
7118.273064,5038.072116
7017.752264,4466.144991
7110.425264,3994.221014
7319.010754,3651.154332
7438.24135,3422.13141
7859.257239,3363.993801
8496.030057,3363.173166
9194.091648,3380.662664
9900.869426,3492.535575
10546.06029,3850.40852
11083.7687,4342.604358
11492.59568,4487.954393
11761.57764,4149.796034
11903.59279,3788.177565
11889.59223,3601.610298
11689.66317,3553.645992
11227.70425,3267.141827
10688.33913,3342.625158
10246.47502,3589.95954
9389.749518,4081.915826
8523.85793,4907.137704
7859.186129,5589.894029
7320.376156,5996.981531
6907.16652,5786.98778
6641.81094,5133.819399
6564.986583,4423.019918
6683.430703,3914.9738
6880.01306,3590.648198
7092.123625,3435.158379
7622.221032,3397.874684
8336.773139,3505.846779
9153.657461,3680.7578
9957.885009,4137.960212
10619.2553,5344.613576
11232.14536,5710.111955
11701.93887,4926.608795
12063.55602,4129.813286
12263.13242,3788.13351
12255.13814,3568.100181
12043.3667,3673.937675
11567.54685,3551.847678
10969.85504,3530.236007
10408.29308,3509.891841
9521.836277,3813.665799
8621.719994,4735.859624
7839.395738,5635.55652
7286.613761,5986.272785
6895.798242,5877.571566
6621.140189,5198.984621
6511.876689,4511.21585
6649.954384,3875.406416
6859.158629,3534.706404
7035.592628,3336.673085
7454.57381,3287.053791
8178.853642,3358.492331
9051.391292,3562.459989
9897.084376,4108.537703
10695.91531,5173.35918
11397.64347,5744.83778
11905.92711,5497.444019
12225.0238,5268.981503
12376.10887,5241.406265
12354.49365,5214.819266
12090.93311,5455.000271
11602.11232,5273.733615
11101.80078,5201.529395
10575.86514,5106.771069
9817.562247,5210.329412
9060.67898,5931.575274
8380.556105,6394.175306
7899.018267,6531.954492
7556.863588,6184.408628
7322.824528,5500.229442
7272.244229,4705.196066
7366.737682,4104.020063
7546.956694,3742.859466
7649.35379,3664.364771
7962.293021,3581.444523
8444.168132,3511.462064
9030.177521,3743.056401
9576.03161,4288.418943
10086.59513,5341.975265
10558.45648,5870.36276
10860.15483,5523.875265
10947.66025,5401.434017
10834.30524,5154.453992
10601.0516,4650.80022
10272.34195,4310.3502
9913.24639,4221.397523
9630.926325,4054.465385
9378.252662,4228.462716
8860.258492,4394.32524
8265.944489,5095.662735
7709.351004,5847.025281
7322.237873,6143.664551
7023.804307,6099.635979
6799.317194,5528.497152
6684.599596,4716.345021
6668.774197,4126.453706
6718.705718,3804.195827
6757.85478,3649.472739
7140.985905,3681.386784
7659.590937,3802.437674
8357.140653,3982.875176
9118.746976,4414.050224
9873.572561,5559.271104
10491.75757,5899.179477
10997.18287,5318.12528
11308.23813,4605.797102
11529.36887,4133.857473
11547.89221,3587.083499
11257.40953,3383.35641
10706.80221,3199.743906
10220.81425,3166.862666
9802.511029,3285.450162
9221.153511,3568.906409
8616.597547,4568.156454
8092.829714,5345.409639
7629.808627,5945.070086
7282.125166,5845.136076
6995.099632,5241.932129
6773.888746,4481.467922
6663.8248,3963.248103
6569.389417,3631.651896
6585.386354,3391.415711
7041.197904,3347.83763
7840.648614,3268.368632
8697.955437,3459.810968
9309.390147,3991.603662
9666.128521,4963.097123
10109.07027,5523.524219
10711.93042,5696.233616
11227.34367,5598.096077
11578.91691,5663.600264
11725.80594,5530.208357
11671.99472,5563.942124
11313.92569,5628.572127
10914.16139,5635.287762
10525.48869,5810.928396
9823.034125,5909.941953
9057.860474,6749.983644
8377.312631,7024.7816
7855.660243,6782.049051
7460.230797,6225.053634
7199.807047,5679.075278
7093.976633,4895.537726
7215.134809,4290.596844
7455.949155,3922.984775
7541.852389,3650.88684
7538.94745,3428.253099
7589.163589,3355.32621
7663.052358,3333.623744
7817.435527,3491.294457
8000.16034,3923.31878
8242.170956,4543.34607
8692.23991,4993.481484
9324.695012,5174.456472
9911.461124,4972.23461
10205.9357,4930.126584
10169.34925,4996.09995
9810.319039,4748.002301
9441.237019,4620.887699
9112.592023,4688.306471
8414.11342,4889.860625
7676.619937,4783.321061
7084.010118,5043.693981
6659.876433,5331.819011
6357.528255,5380.132412
6205.183374,4960.005627
6185.612645,4526.264802
6326.714142,4081.594364
6568.753332,3805.51392
6698.117863,3601.207025
7067.7704,3502.448049
7540.541688,3456.38282
8102.148382,3502.877745
8672.141201,3652.800167
9143.522796,3957.170175
9671.014632,4406.21147
10021.43213,4431.243944
10275.65142,4241.162706
10408.7761,3863.97518
10346.10365,3616.508513
10043.37985,3854.150199
9601.513338,4343.141891
9111.180659,4414.512702
8721.17975,4728.798147
7995.699676,5004.856512
7190.561184,5728.628378
6553.540552,6204.224682
6047.332669,6334.372799
5710.075589,6174.100281
5496.397923,5499.383573
5459.378176,4724.684601
5648.811758,3880.391637
5944.893365,3588.391008
6141.938862,3466.592346
6593.53754,3388.759844
7200.299956,3415.671504
7858.014484,3790.613316
8553.796476,4488.129147
9114.982973,5770.822493
9669.777385,6237.887793
10139.12376,6121.454901
10546.92405,6000.795704
10809.37516,5647.813001
10865.33713,5416.046705
10662.26605,5069.795517
10144.84241,4996.791125
9590.30354,5125.491923
9055.613648,4849.323963
8250.686989,4950.70853
7434.948511,5145.686666
6720.998056,6020.30913
6232.067773,6019.428455
5897.179432,6066.230667
5693.82558,5574.206657
5647.99779,4816.693332
5820.80441,3970.133364
6110.741111,3567.407673
6314.693887,3376.148169
6725.574188,3326.012336
7293.648056,3358.007628
8011.972239,3554.647965
8753.310833,4106.669609
9432.829863,5288.934882
10089.46109,5654.803035
10578.47214,5159.447171
10951.68749,4896.324512
11155.29838,4731.338553
11139.60305,4399.503045
10938.83441,4347.536112
10461.7419,4437.860826
9924.557496,4810.309265
9442.885266,4940.303577
8731.482898,5197.298229
7946.80128,6090.637338
7264.404599,6636.627125
6763.356944,6588.050799
6380.58479,6044.114333
6141.473188,5353.191507
6065.94383,4673.171477
6172.09208,4077.261063
6419.021384,3649.388786
6581.620925,3501.922046
7018.59063,3436.49724
7693.076042,3463.445996
8544.969775,3700.330661
9298.761514,4266.268307
9940.754391,5395.269905
10542.14562,5802.005531
11000.54199,5349.914472
11282.93347,5101.281537
11427.52904,4911.452096
11327.83987,4697.054211
10985.83387,4793.51772
10416.69728,4840.871481
9869.67265,4641.747191
9351.303812,4554.688616
8608.611933,4805.383124
7897.381765,5372.467697
7202.802447,5667.317498
6697.572009,5928.463665
6324.244522,5866.824213
6048.88301,5200.328426
5893.488854,4415.981747
5864.646871,3802.530332
5898.213051,3450.270074
6025.011167,3316.742969
6618.753066,3219.374424
7397.960997,3226.256922
8219.325434,3418.72254
8989.357358,3982.018961
9619.057409,5132.627867
10119.36737,5282.565006
10519.40977,4649.430447
10805.45269,3904.068914
10980.07889,3427.935465
11016.82692,3254.986716
10787.03503,3206.095826
10288.52177,3159.150999
9804.021019,3161.852658
9442.789415,3375.535052
8941.986204,3796.829277
8368.53499,4592.872605
7797.074831,5375.844153
7303.670984,5780.783177
6905.288238,5652.904337
6625.232066,5103.873869
6432.6926,4505.344166
6362.860629,3839.907429
6320.815713,3438.851069
6403.164618,3295.887324
6890.644292,3235.044548
7642.349871,3246.366774
8372.980462,3491.20469
9080.902663,3984.692877
9731.905368,4980.27017
10279.60001,5386.662719
10715.85054,5308.741583
11017.20116,5096.970576
11217.7276,5027.515709
11281.99322,4955.089398
11120.21063,4949.563856
10706.49709,4986.951879
10312.04851,5015.730201
9944.414136,5235.656088
9263.498605,5312.816076
8510.45898,5764.232738
7880.268755,6091.163433
7417.196372,6053.397239
7062.755203,5738.84901
6860.12098,5362.214084
6800.1551,4871.710365
6958.585494,4318.440116
7202.016925,3953.79831
7349.949639,3713.603198
7814.896447,3575.797725
8513.937657,3586.770282
9211.215124,3622.435986
9888.275888,3738.097307
10523.03409,4219.001097
11065.05858,4794.520979
11497.80109,5260.214208
11764.03745,5434.911065
11907.54755,5321.489502
11934.63795,5224.284074
11761.0695,5087.050185
11358.1507,4641.711645
10862.38898,4698.014415
10416.38038,4983.712554
9695.22576,5092.551366
8964.685667,5372.568966
8292.120169,5492.405745
7753.321652,5815.411344
7365.6405,5618.955264
7089.12233,5194.587396
6964.972698,4643.427518
7067.030073,4137.377297
7325.877971,3790.555274
7462.93451,3526.630794
7889.980432,3389.963213
8473.694754,3370.601351
9178.918659,3357.086754
9911.396592,3491.125326
10593.8054,3872.347838
11216.27732,4377.475476
11698.92483,4649.861006
11991.48799,4233.929774
12144.17006,4107.346902
12165.87982,4046.139929
11920.85662,4262.772536
11463.04469,4011.74279
11001.44199,3509.641577
10492.59415,3653.787012
9689.105801,4090.977116
8845.073696,4780.04609
8180.504711,5650.914239
7716.712,5894.353865
7370.400117,5900.573228
7163.73094,5273.425944
7127.79527,4491.174525
7351.828214,3919.98636
7632.118917,3547.030283
7744.968659,3338.730522
8129.484964,3302.841368
8707.844522,3311.003184
9326.879679,3447.544392
9842.551772,4020.136761
10050.21597,5235.943205
10186.09112,5406.40649
10306.91942,4645.273944
10439.7236,4027.997451
10676.27983,4110.390048
10860.63269,3766.986182
10808.90477,3310.329783
10470.39447,3202.919147
10185.02294,3252.406314
9775.76233,3506.002907
9017.303461,3670.235409
8234.86166,4496.53656
7556.322081,5321.95955
7050.8832,5862.923571
6715.946596,5786.156682
6497.098789,5154.8801
6447.505007,4334.879501
6645.398704,3781.850703
7000.952552,3413.060157
7179.3291,3188.896176
7407.299232,3107.377121
7778.302501,3144.821309
8260.502942,3313.982891
8806.565448,4094.555705
9479.775181,5413.424154
10172.25639,5885.470151
10742.96958,5725.225545
11123.54048,5463.311441
11187.82073,5313.235997
10820.615,5258.973377
10314.58917,5357.390796
9787.672267,5308.451154
9402.542443,5312.689056
8893.17757,5282.826027
8124.244339,5582.359769
7428.685924,5940.438969
6890.924812,6378.59706
6491.920462,6547.186796
6230.519909,6076.256849
6103.905391,5620.841399
6125.815258,4904.699634
6341.545161,4244.424875
6723.22084,3696.786042
6916.207078,3479.598699
7148.232284,3418.018032
7333.852294,3488.821967
7524.091442,3679.594775
7612.93529,4237.176152
7676.190676,5647.390535
7759.643199,6296.563733
7867.529347,6177.765764
8112.36978,5715.14889
8416.016804,5331.334893
8548.344143,5072.84291
8371.967509,4976.175402
8106.623203,4796.893596
8029.674246,4784.03585
7823.672578,4858.73298
7380.936304,4876.117535
6876.569721,5431.820393
6399.738656,5983.858428
6063.109902,6209.319492
5865.63276,5989.754358
5728.449487,5378.438588
5642.551206,4508.333933
5664.751747,3887.441045
5757.094412,3556.408658
5859.551283,3337.935378
6115.983783,3289.624083
6406.633791,3301.402182
6690.812131,3427.001055
6941.908,3944.488137
7086.915945,5222.917637
7228.434883,5309.579778
7279.384583,5039.600477
7289.146375,5269.95215
7353.097586,5323.7958
7482.268868,5560.868732
7461.817694,5724.913202
7295.627803,5652.425612
7245.923305,5311.394199
7064.419473,5190.460197
6705.256369,5840.953965
6302.154076,6225.700616
5903.862784,6129.131907
5619.93427,6183.445767
5408.244269,6282.412782
5305.852088,5644.719411
5267.209152,4661.597381
5328.15788,3986.742609
5434.080246,3662.24981
5558.944655,3640.234565
5873.680774,3582.360804
6263.783689,3567.825875
6631.298002,3676.904636
7027.057592,4329.800672
7294.500598,5483.363913
7554.046128,5813.427032
7926.311378,5495.304507
8229.887058,5009.545608
8416.380707,4771.828598
8566.837915,4908.523577
8416.507626,5019.926714
8079.203725,5279.24343
7912.363873,5276.565228
7662.653832,5311.247015
7172.391358,5356.05245
6585.102704,5814.46436
6174.830181,5962.926969
5868.801439,5977.583856
5669.834647,5832.795737
5608.159083,5320.298385
5678.764589,4671.291159
5965.574548,4139.543798
6426.63839,3737.659551
6655.119087,3527.349021
6894.664623,3486.600642
7214.91281,3513.581684
7602.813399,3616.18934
8161.872747,3757.199816
8720.601476,4247.442708
8923.405857,4809.380805
8819.846166,5382.200784
8579.180691,5596.73139
8384.910651,5608.674852
8172.681573,5389.477434
7984.621522,5061.161318
7828.615111,4800.07592
7820.072134,4666.661705
7662.770824,4774.135701
7186.045631,5013.554951
6622.186282,5285.643288
6178.16926,5486.749172
5888.464723,5488.586132
5709.03586,5366.704256
5659.82826,4968.133602
5733.13581,4461.222825
5980.307032,3905.519816
6387.350665,3625.241711
6586.759991,3329.516777
6806.925495,3216.598421
7144.129062,3300.356309
7506.25986,3414.570956
7873.870822,3578.140787
8355.942692,3997.402616
8814.008177,4384.956315
9063.961728,4388.767881
9262.815511,4195.527476
9353.796841,3688.211744
9332.816153,3469.641249
9237.226507,3375.157283
9023.76972,3261.63657
8897.641222,3192.034755
8610.039133,3563.066895
8009.160054,4134.198048
7338.11406,4687.220114
6868.727231,5327.577246
6546.097692,5570.136245
6311.391644,5563.010112
6186.897457,5019.191031
6247.67689,4280.314256
6556.718757,3681.390639
6984.074536,3214.509734
7103.676222,2969.149424
7430.413599,2905.570349
7990.381462,2938.699722
8633.811308,3201.607115
9284.764012,3725.044637
9900.916979,4916.464172
10517.70121,5123.115152
11028.07962,4566.197526
11352.61715,3990.599672
11552.27618,3557.998511
11625.17879,3320.033397
11439.38132,3289.747044
10907.58571,3601.082087
10436.68657,3834.24042
9873.63279,4034.638833
9028.425576,4113.398519
8202.424454,4402.41035
7540.389502,5059.394234
7061.263859,5496.016961
6772.563496,5432.259578
6598.090877,4814.396577
6555.96595,4109.164005
6792.386172,3498.308237
7194.615172,3145.910574
7293.597685,2946.395751
7638.110791,2844.980384
8231.315093,2876.109603
8957.181076,3080.638554
9693.966967,3554.351405
10404.10247,4668.97091
11045.66277,4764.021615
11500.0371,4313.7861
11738.78102,3835.60343
11822.29957,3789.724491
11789.55226,3287.307075
11519.45402,3087.182169
10998.89636,3235.883835
10616.12232,3680.620634
10071.08333,4013.115857
9244.228624,4200.990681
8435.180371,4838.756511
7793.911658,5499.510363
7393.241129,6110.554074
7130.080063,5780.518263
6965.824144,4998.837962
6923.607384,4038.359675
7073.81575,3550.13462
7412.4693,3188.966579
7500.864901,3080.927469
7808.95206,2966.676416
8359.941641,2970.905534
8885.727919,3116.49755
9335.608626,3649.536965
9924.20802,4806.462372
10676.00224,5196.383001
11321.19668,5156.405063
11667.29525,4821.347792
11826.20522,4778.301569
11793.4815,4604.139119
11547.6201,4485.16157
10950.17444,4609.14915
10464.47339,4509.635216
9903.009051,4235.502378
9187.757575,4021.9236
8517.500287,4314.821351
7921.98686,4928.893608
7447.289471,5448.736827
7117.597038,5478.365376
6867.249533,4862.715005
6704.359958,4155.55794
6679.520579,3503.319036
6740.71733,3153.361622
6803.00559,3012.95952
7308.265155,2930.674982
7998.021807,2923.517073
8776.079621,3075.210593
9570.499767,3615.599601
10281.24662,4821.207858
10869.32126,5128.566378
11341.49855,5094.96785
11695.18739,4793.92347
11833.85916,4305.501846
11694.26756,3884.758052
10966.0144,3621.61455
9924.897157,3217.362767
9280.675407,2988.387413
8729.564972,3078.339369
8157.925706,3261.594648
7566.062632,4066.433715
7050.24189,4761.284717
6668.32799,5255.006328
6382.143101,5326.389533
6203.099488,4860.711788
6102.654744,4255.591029
6109.590171,3556.591251
6188.361372,3263.947295
6256.86156,3188.497664
6644.918553,3068.399964
7299.759229,3086.970389
7943.572714,3256.364795
8615.620075,3809.303765
9281.12021,4828.880639
9804.506391,4921.71014
10193.68934,4349.483577
10495.88311,3706.796225
10579.54071,3198.088143
10596.57276,3074.035059
10453.31658,3469.206957
10143.14043,2765.724548
9831.197168,2790.114188
9386.811284,2844.09351
8628.147739,3070.753838
7820.456345,3703.169466
7234.473311,4419.137841
6802.3942,4832.240711
6538.620763,4871.142407
6431.418397,4486.622391
6461.077371,3966.664517
6755.427119,3492.6572
7251.806532,3254.13938
7361.585035,3116.294916
7589.565564,3024.73179
8001.604811,3027.988331
8467.507275,3078.69438
8979.891127,3166.569023
9492.463394,3646.666754
10030.81305,4018.164155
10487.71192,4035.117377
10808.43968,3649.152674
11034.02852,3326.147441
11040.06383,3004.165421
10765.00031,2936.766776
10240.26033,3308.850338
9809.492682,3661.993236
9245.005588,4053.062327
8350.494457,4395.906707
7523.010909,4871.219243
6866.555557,5565.339455
6429.018134,5711.452532
6116.322384,5398.491984
5942.104978,5145.055802
5924.503461,4188.629166
6173.104563,3566.998961
6628.16343,3422.314988
6733.911546,3011.264162
6979.20417,2862.281891
7459.532951,2860.692887
8080.508594,2852.35872
8708.106369,2911.847987
9309.940561,3308.053605
9938.88904,3924.868302
10427.40087,4551.158588
10743.73843,4668.951261
10946.52044,4470.831294
10880.59231,4144.125803
10550.28424,3928.721828
10012.61167,3642.381171
9653.652666,3475.250417
9070.552418,3362.538632
8206.925664,4282.612655
7373.156971,5176.178109
6738.027469,5105.366096
6293.711146,5313.656166
5985.396673,5086.866582
5804.903473,4607.139816
5808.09537,3954.170952
6102.927834,3253.901573
6597.994933,2910.170351
6736.107483,2793.0138
6981.52489,2725.670399
7485.71611,2718.812745
8096.869976,2901.387833
8764.437973,3492.956966
9382.893403,4545.17592
10035.06802,4779.452058
10542.3584,4607.4332
10864.61715,4370.427597
11107.24126,4117.387389
11112.63772,3874.414209
10862.86082,3477.127845
10313.17689,3458.095314
9964.320818,3312.820031
9416.257212,3588.927432
8561.746555,3933.474447
7718.790344,4357.110945
7036.201894,5148.797403
6578.747875,5493.777816
6273.425962,5376.411224
6088.449869,4754.90142
6069.980708,3994.099826
6313.928261,3387.62534
6801.639973,3064.709181
6914.469634,2945.280891
7202.39891,2856.144149
7761.909547,2900.846556
8507.361938,3083.629622
9313.48356,3649.799567
10138.19925,4792.612752
10880.84509,4906.161122
11428.33427,4309.11941
11699.43392,4067.940249
11842.14008,3672.943094
11820.14067,3420.679148
11579.69182,3055.463409
11106.44819,2695.025024
10736.19772,2708.742863
10194.21319,2747.975912
9401.80542,3094.403366
8630.49658,3823.554534
7982.713183,4629.724355
7530.053215,5098.158495
7203.425693,5386.888268
7004.123019,4868.753283
6957.989486,4135.418466
7132.658183,3514.620467
7519.475541,3137.466749
7584.602211,3079.109417
7852.184463,2935.036764
8403.023599,2926.021578
9073.202467,3109.550759
9715.239591,3664.144185
10338.12375,4750.079784
10931.17425,5008.287459
11423.09658,4657.730537
11710.39822,4441.566327
11840.96825,4188.138813
11781.51282,4350.559008
11427.58904,4396.070555
10861.48862,4460.623724
10423.44685,4795.845221
9880.136427,4984.158281
9187.793655,5368.719686
8522.633196,6165.134232
7932.846131,6410.152727
7484.34997,5908.71708
7167.970029,5635.818276
6940.17696,4992.354603
6777.588477,4305.889887
6719.136142,3601.620455
6754.239823,3241.134356
6778.702967,3097.672113
7284.088136,3013.134606
7989.30411,3022.957076
8716.013818,3298.973583
9415.305473,3947.843693
10005.70995,5117.234709
10503.04176,5725.535775
10924.92945,5424.186731
11243.17248,5099.072544
11421.35753,4648.605822
11418.85179,4466.142119
11127.77456,4329.156312
10594.7874,4171.021236
10197.16191,4312.306625
9659.249474,4135.8789
9023.013178,4409.832425
8367.907541,4843.258554
7845.830629,5243.694203
7384.61909,5413.529357
7052.960204,5420.235188
6815.135658,4889.228508
6632.840147,4161.123668
6569.498665,3594.646968
6522.114963,3206.259026
6558.050583,3224.760362
7071.92276,3146.778972
7831.185126,3196.636676
8552.050046,3328.818416
9258.477896,3742.33707
9901.018211,4525.958037
10424.22342,4994.738831
10833.03874,4884.102618
11073.267,4777.814448
11207.53143,4736.995484
11221.01051,4587.459734
11015.35379,4503.290838
10574.1086,4529.118755
10242.72707,4823.621603
9725.657115,4548.850889
8969.922024,4635.535224
8234.130693,4895.336583
7706.258789,4997.630717
7358.762907,5194.301805
7106.887522,5156.585991
6954.500586,4709.208317
6931.948839,4139.143595
7156.700337,3763.365599
7605.36897,3244.970675
7670.386332,2957.226758
7975.97752,2865.945303
8531.480803,2848.512735
9158.845649,2938.721978
9764.649046,3045.542849
10353.32391,3589.160493
10868.37281,4212.494694
11317.60924,4518.375923
11589.37406,4817.839895
11782.84749,4987.14687
11744.84962,4853.948138
11468.71738,4754.946267
10968.46648,4601.888154
10552.7046,4519.072943
9948.875144,4369.100133
9125.390192,4670.004495
8416.654751,4817.358498
7854.259006,4896.87552
7474.389025,4897.833219
7160.112602,4921.681917
7007.693389,4626.755264
7011.207593,4048.659111
7206.734404,3673.312298
7660.624921,3250.646307
7742.826164,3092.036555
8021.955991,2990.815205
8564.292304,3014.322207
9199.020241,3062.924906
9785.62617,3203.310357
10370.77064,3525.529328
10976.94835,3791.138556
11395.12351,3752.528639
11657.83966,3488.005364
11855.27662,3022.948331
11821.80907,2759.939595
11538.7508,2635.653339
11103.78048,2624.347317
10750.35583,2458.705881
10162.04251,2641.528268
9308.351058,3021.535619
8494.71064,3723.578471
7878.458913,4336.094981
